defect,detail,title,size,category,upc,sku,price,in_stock,url,offer_id
description contradicts title size,description quotes 8x10 but the title says 13x21 -- trust 13x21,12x17 | Picture Frame | Black | Modern - Premium Quality 13x21 / Black,13x21,Poster Frame,00810131998592,,31.99,no,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112754585670
description contradicts title size,description quotes 8x10 but the title says 13x22 -- trust 13x22,12x17 | Picture Frame | Black | Modern - Premium Quality 13x22 / Black,13x22,Poster Frame,00810131998608,,31.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112754618438
description contradicts title size,description quotes 8x10 but the title says 13x30 -- trust 13x30,12x17 | Picture Frame | Black | Modern - Premium Quality 13x30 / Black,13x30,Poster Frame,00810131998615,,34.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112754651206
description contradicts title size,description quotes 8x10 but the title says 13x36 -- trust 13x36,12x17 | Picture Frame | Black | Modern - Premium Quality 13x36 / Black,13x36,Poster Frame,00810131998622,,23.99,no,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112754683974
description contradicts title size,description quotes 8x10 but the title says 14x17 -- trust 14x17,12x17 | Picture Frame | Black | Modern - Premium Quality 14x17 / Black,14x17,Poster Frame,00810131996178,,22.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112753406022
description contradicts title size,description quotes 8x10 but the title says 14x19 -- trust 14x19,12x17 | Picture Frame | Black | Modern - Premium Quality 14x19 / Black,14x19,Poster Frame,00810131998844,,24.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112754749510
description contradicts title size,description quotes 8x10 but the title says 14x20 -- trust 14x20,12x17 | Picture Frame | Black | Modern - Premium Quality 14x20 / Black,14x20,Poster Frame,00810131998851,,25.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112754782278
description contradicts title size,description quotes 8x10 but the title says 14x24 -- trust 14x24,12x17 | Picture Frame | Black | Modern - Premium Quality 14x24 / Black,14x24,Poster Frame,00810131998875,,29.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112754847814
description contradicts title size,description quotes 8x10 but the title says 15x21 -- trust 15x21,12x17 | Picture Frame | Black | Modern - Premium Quality 15x21 / Black,15x21,Poster Frame,00810131996185,,26.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112753438790
description contradicts title size,description quotes 8x10 but the title says 16x16 -- trust 16x16,12x17 | Picture Frame | Black | Modern - Premium Quality 16x16 / Black,16x16,Poster Frame,00810029116596,,21.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112753471558
description contradicts title size,description quotes 8x10 but the title says 16x16 -- trust 16x16,12x17 | Picture Frame | Black | Modern - Premium Quality 16x16 / White,16x16,Poster Frame,00810029116602,,21.99,no,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112753504326
description contradicts title size,description quotes 8x10 but the title says 16x22 -- trust 16x22,12x17 | Picture Frame | Black | Modern - Premium Quality 16x22 / Black,16x22,Poster Frame,00810131996086,,23.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112753537094
description contradicts title size,description quotes 8x10 but the title says 16x24 -- trust 16x24,12x17 | Picture Frame | Black | Modern - Premium Quality 16x24 / Black,16x24,Poster Frame,00810131990282,,27.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112753569862
description contradicts title size,description quotes 8x10 but the title says 16x25 -- trust 16x25,12x17 | Picture Frame | Black | Modern - Premium Quality 16x25 / Black,16x25,Poster Frame,00810131998905,,34.99,no,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112754946118
description contradicts title size,description quotes 8x10 but the title says 16x26 -- trust 16x26,12x17 | Picture Frame | Black | Modern - Premium Quality 16x26 / Black,16x26,Poster Frame,00810131998912,,37.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112754978886
description contradicts title size,description quotes 8x10 but the title says 17x17 -- trust 17x17,12x17 | Picture Frame | Black | Modern - Premium Quality 17x17 / Black,17x17,Poster Frame,00850039095061,,25.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755142726
description contradicts title size,description quotes 8x10 but the title says 17x19 -- trust 17x19,12x17 | Picture Frame | Black | Modern - Premium Quality 17x19 / Black,17x19,Poster Frame,00810131998936,,34.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755175494
description contradicts title size,description quotes 8x10 but the title says 17x21 -- trust 17x21,12x17 | Picture Frame | Black | Modern - Premium Quality 17x21 / Black,17x21,Poster Frame,00810131996192,,28.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755208262
description contradicts title size,description quotes 8x10 but the title says 17x23 -- trust 17x23,12x17 | Picture Frame | Black | Modern - Premium Quality 17x23 / Black,17x23,Poster Frame,00810131998943,,28.99,no,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755273798
description contradicts title size,description quotes 8x10 but the title says 17x24 -- trust 17x24,12x17 | Picture Frame | Black | Modern - Premium Quality 17x24 / Black,17x24,Poster Frame,00810131996208,,28.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755306566
description contradicts title size,description quotes 8x10 but the title says 18x18 -- trust 18x18,12x17 | Picture Frame | Black | Modern - Premium Quality 18x18 / Black,18x18,Poster Frame,00850039095085,,27.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755372102
description contradicts title size,description quotes 8x10 but the title says 18x23 -- trust 18x23,12x17 | Picture Frame | Black | Modern - Premium Quality 18x23 / Black,18x23,Poster Frame,00810131998639,,32.99,no,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755470406
description contradicts title size,description quotes 8x10 but the title says 18x32 -- trust 18x32,12x17 | Picture Frame | Black | Modern - Premium Quality 18x32 / Black,18x32,Poster Frame,00810131998653,,39.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755568710
description contradicts title size,description quotes 8x10 but the title says 18x36 -- trust 18x36,12x17 | Picture Frame | Black | Modern - Premium Quality 18x36 / Black,18x36,Poster Frame,00810131996239,,39.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755601478
description contradicts title size,description quotes 8x10 but the title says 19x25 -- trust 19x25,12x17 | Picture Frame | Black | Modern - Premium Quality 19x25 / Black,19x25,Poster Frame,00810131996246,,30.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755634246
description contradicts title size,description quotes 8x10 but the title says 19x26 -- trust 19x26,12x17 | Picture Frame | Black | Modern - Premium Quality 19x26 / Black,19x26,Poster Frame,00810131998660,,39.99,no,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755667014
description contradicts title size,description quotes 8x10 but the title says 19x27 -- trust 19x27,12x17 | Picture Frame | Black | Modern - Premium Quality 19x27 / Black,19x27,Poster Frame,00850039095092,,31.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755699782
description contradicts title size,description quotes 8x10 but the title says 19x28 -- trust 19x28,12x17 | Picture Frame | Black | Modern - Premium Quality 19x28 / Black,19x28,Poster Frame,00810131998677,,44.99,no,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755732550
description contradicts title size,description quotes 8x10 but the title says 20x20 -- trust 20x20,12x17 | Picture Frame | Black | Modern - Premium Quality 20x20 / Black,20x20,Poster Frame,00850039095108,,29.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755798086
description contradicts title size,description quotes 8x10 but the title says 20x28 -- trust 20x28,12x17 | Picture Frame | Black | Modern - Premium Quality 20x28 / Black,20x28,Poster Frame,00810131990275,,34.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112753668166
description contradicts title size,description quotes 8x10 but the title says 20x32 -- trust 20x32,12x17 | Picture Frame | Black | Modern - Premium Quality 20x32 / Black,20x32,Poster Frame,00810131998967,,44.99,no,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755863622
description contradicts title size,description quotes 8x10 but the title says 20x36 -- trust 20x36,12x17 | Picture Frame | Black | Modern - Premium Quality 20x36 / Black,20x36,Poster Frame,00810131998974,,44.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755896390
description contradicts title size,description quotes 8x10 but the title says 20x40 -- trust 20x40,12x17 | Picture Frame | Black | Modern - Premium Quality 20x40 / Black,20x40,Poster Frame,00810131998981,,44.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755929158
description contradicts title size,description quotes 8x10 but the title says 21x26 -- trust 21x26,12x17 | Picture Frame | Black | Modern - Premium Quality 21x26 / Black,21x26,Poster Frame,00810131998998,,39.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112755961926
