defect,detail,title,size,category,upc,sku,price,in_stock,url,offer_id
feed price disagreement,feed US2 prices this at $26.99 vs $13.99 -- verify before quoting a price,Metal Picture Frame | 13x19 with 11x17 Mat | Black | Tempered Glass Display Art,13x19,Picture Frame,,,13.99,yes,https://americanflat.com/products/aluminum-picture-frame-with-mat-shatter-resistant-glass-and-built-in-hanging-hardware,shopify_US_7303485259846_41107069403206
feed price disagreement,feed US2 prices this at $6.99 vs $11.99 -- verify before quoting a price,Picture Frame | 10x10 with 8x8 Mat | Black | Shatter-Resistant Glass Photo Frame,10x10,Picture Frame,00850038118884,,11.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211578105926
feed price disagreement,feed US2 prices this at $6.99 vs $11.99 -- verify before quoting a price,Picture Frame | 10x10 with 8x8 Mat | Black | Shatter-Resistant Glass Photo Frame,10x10,Picture Frame,00198301384841,,11.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211578236998
feed price disagreement,feed US2 prices this at $10.99 vs $6.99 -- verify before quoting a price,Picture Frame | 10x10 | Black | Shatter-Resistant Glass Tabletop Wall Display,10x10,Picture Frame,00810131993122,,6.99,no,https://americanflat.com/products/picture-frame-slim-molding-streamline-collection,shopify_US_8423981842502_45167801991238
feed price disagreement,feed US2 prices this at $6.99 vs $13.99 -- verify before quoting a price,Picture Frame | 10x12 with 8x10 Mat | White | Wall Mount Document Display Frame,10x12,Picture Frame,00198301000727,,13.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167863857222
feed price disagreement,feed US2 prices this at $6.99 vs $11.99 -- verify before quoting a price,Picture Frame | 11x11 with 8x8 Mat | Black | Shatter-Resistant Glass Photo Frame,11x11,Picture Frame,00791398912203,,11.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167862972486
feed price disagreement,feed US2 prices this at $6.99 vs $12.99 -- verify before quoting a price,Picture Frame | 11x11 with 8x8 Mat | Driftwood | Tabletop and Wall Photo Frame,11x11,Picture Frame,00850036047728,,12.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167863005254
feed price disagreement,feed US2 prices this at $6.99 vs $12.99 -- verify before quoting a price,Picture Frame | 11x11 with 8x8 Mat | Gold | Shatter-Resistant Glass Photo Frame,11x11,Picture Frame,00810029119986,,12.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167863103558
feed price disagreement,feed US2 prices this at $6.99 vs $11.99 -- verify before quoting a price,Picture Frame | 11x11 with 8x8 Mat | Light Wood | Tabletop and Wall Photo Frame,11x11,Picture Frame,00850036047018,,11.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167863038022
feed price disagreement,feed US2 prices this at $6.99 vs $11.99 -- verify before quoting a price,Picture Frame | 11x11 with 8x8 Mat | Silver | Wall Mount Document Display Frame,11x11,Picture Frame,00810029119993,,11.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167863136326
feed price disagreement,feed US2 prices this at $6.99 vs $14.99 -- verify before quoting a price,Picture Frame | 11x14 with 5x7 Mat | Dark Oak | Tabletop and Wall Photo Frame,11x14,Picture Frame,00850038117474,,14.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211578564678
feed price disagreement,feed US2 prices this at $6.99 vs $14.99 -- verify before quoting a price,Picture Frame | 11x14 with 5x7 Mat | Driftwood | Tabletop and Wall Photo Frame,11x14,Picture Frame,00850038117443,,14.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211578597446
feed price disagreement,feed US2 prices this at $6.99 vs $11.99 -- verify before quoting a price,Picture Frame | 11x14 with 8x10 Mat | Black | Wall Mount Document Display Frame,11x14,Picture Frame,00791398906318,,11.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167863267398
feed price disagreement,feed US2 prices this at $27.99 vs $19.99 -- verify before quoting a price,Picture Frame | 11x14 with 8x10 Mat | Gold | Shatter-Resistant Glass Photo Frame,11x14,Picture Frame,,,19.99,yes,https://americanflat.com/products/memento-matted-picture-frame,shopify_US_8434400493638_45211469938758
feed price disagreement,feed US2 prices this at $6.99 vs $13.99 -- verify before quoting a price,Picture Frame | 11x14 with 8x10 Mat | Natural Oak | Document Certificate Display,11x14,Picture Frame,00810131990459,,13.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167863365702
feed price disagreement,feed US2 prices this at $18.99 vs $16.99 -- verify before quoting a price,Picture Frame | 11x14 with 8x10 Mat | Natural Oak | Document Certificate Display,11x14,Picture Frame,00810131994266,,16.99,no,https://americanflat.com/products/hudson-picture-frame,shopify_US_8337697505350_44860538323014
feed price disagreement,feed US2 prices this at $6.99 vs $22.99 -- verify before quoting a price,Picture Frame | 11x14 with 8x10 Mat | Set of 2 | Black | Modern Wall Art Display,11x14,Picture Frame,00758381223807,,22.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211578433606
feed price disagreement,feed US2 prices this at $12.99 vs $10.99 -- verify before quoting a price,Picture Frame | 11x14 with 8x10 Mat | Set of 2 | Gold | Changeable Artwork Frame,11x14,Picture Frame,00198301007269,,10.99,no,https://americanflat.com/products/classic-gallery-picture-frame-set-of-5-galleria-collection-includes-mat,shopify_US_7297968046150_45211317272646
feed price disagreement,feed US2 prices this at $6.99 vs $13.99 -- verify before quoting a price,Picture Frame | 11x14 with 8x10 Mat | Silver | Wall Mount Document Display Frame,11x14,Picture Frame,,,13.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167864119366
feed price disagreement,feed US2 prices this at $12.99 vs $8.49 -- verify before quoting a price,Picture Frame | 11x14 with 8x10 Mat | Silver | Wall Mount Document Display Frame,11x14,Picture Frame,00850001296724,,8.49,no,https://americanflat.com/products/picture-frame-includes-mat-slim-molding-streamline-collection,shopify_US_8423983349830_45167813492806
feed price disagreement,feed US2 prices this at $14.99 vs $7.99 -- verify before quoting a price,Picture Frame | 11x14 with 8x10 Mat | White | Wall Mount Document Display Frame,11x14,Picture Frame,00810131991234,,7.99,no,https://americanflat.com/products/picture-frame-with-mat-deep-molding-frame-with-shatter-resistant-glass-and-hanging-hardware-included,shopify_US_7298598469702_44916328497222
feed price disagreement,feed US2 prices this at $6.99 vs $12.99 -- verify before quoting a price,Picture Frame | 11x14 with 8x10 Mat | White | Wall Mount Document Display Frame,11x14,Picture Frame,00791398906325,,12.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167863332934
feed price disagreement,feed US2 prices this at $24.99 vs $12.99 -- verify before quoting a price,Picture Frame | 11x14 | Black | Shatter-Resistant Glass Tabletop Wall Display,11x14,Picture Frame,00850038117832,,12.99,yes,https://americanflat.com/products/rustic-distressed-picture-frame-with-textured-wood-and-polished-glass,shopify_US_6999848058950_41074709364806
feed price disagreement,feed US2 prices this at $24.99 vs $12.99 -- verify before quoting a price,Picture Frame | 11x14 | White | Shatter-Resistant Glass Tabletop Wall Display,11x14,Picture Frame,00850038117894,,12.99,no,https://americanflat.com/products/rustic-distressed-picture-frame-with-textured-wood-and-polished-glass,shopify_US_6999848058950_41074709397574
feed price disagreement,feed US2 prices this at $34.99 vs $10.99 -- verify before quoting a price,Picture Frame | 11x17 with 9x15 Mat | Set of 5 | Gold | Wall Decor Display Frame,11x17,Picture Frame,00198301007351,,10.99,yes,https://americanflat.com/products/classic-gallery-picture-frame-set-of-5-galleria-collection-includes-mat,shopify_US_7297968046150_44860285747270
feed price disagreement,feed US2 prices this at $14.99 vs $19.99 -- verify before quoting a price,Picture Frame | 11x17 | Black | Shatter-Resistant Glass Tabletop Wall Display,11x17,Picture Frame,00810131991241,,19.99,yes,https://americanflat.com/products/deep-molding-picture-frame-without-mat,shopify_US_7976734195782_43893441232966
feed price disagreement,feed US2 prices this at $6.99 vs $17.99 -- verify before quoting a price,Picture Frame | 12x12 with 8x8 Mat | White | Shatter-Resistant Glass Photo Frame,12x12,Picture Frame,00810029116510,,17.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167863496774
feed price disagreement,feed US2 prices this at $6.99 vs $18.99 -- verify before quoting a price,Picture Frame | 12x15 with 9x12 Mat | Black | Wall Mount Document Display Frame,12x15,Picture Frame,00810131992125,,18.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167863529542
feed price disagreement,feed US2 prices this at $6.99 vs $17.99 -- verify before quoting a price,Picture Frame | 12x16 with 8x12 Mat | Black | Wall Mount Document Display Frame,12x16,Picture Frame,00791398917826,,17.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211578138694
feed price disagreement,feed US2 prices this at $6.99 vs $19.99 -- verify before quoting a price,Picture Frame | 12x16 with 8x12 Mat | Black | Wall Mount Document Display Frame,12x16,Picture Frame,00198301384827,,19.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211578269766
feed price disagreement,feed US2 prices this at $25.19 vs $27.99 -- verify before quoting a price,Picture Frame | 12x36 | Black | Shatter-Resistant Glass Tabletop Wall Display,12x36,Picture Frame,00810131990992,,27.99,yes,https://americanflat.com/products/picture-frame-slim-molding-streamline-collection,shopify_US_8423981842502_45167802875974
feed price disagreement,feed US2 prices this at $17.99 vs $19.99 -- verify before quoting a price,Picture Frame | 13x19 | Black | Shatter-Resistant Glass Tabletop Wall Display,13x19,Picture Frame,00619639254014,,19.99,yes,https://americanflat.com/products/picture-frame-classic-molding-signature-collection-americanflat,shopify_US_8423985905734_45167827976262
feed price disagreement,feed US2 prices this at $6.99 vs $21.99 -- verify before quoting a price,Picture Frame | 15x15 with 12x12 Mat | Black | Wall Mount Document Display Frame,15x15,Picture Frame,00810131992149,,21.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167863595078
feed price disagreement,feed US2 prices this at $24.99 vs $18.99 -- verify before quoting a price,Picture Frame | 16x20 with 12x16 Mat | Silver | Tabletop and Wall Photo Frame,16x20,Picture Frame,00810131994730,,18.99,no,https://americanflat.com/products/hudson-picture-frame,shopify_US_8337697505350_44860534456390
feed price disagreement,feed US2 prices this at $18.99 vs $21.99 -- verify before quoting a price,Picture Frame | 16x20 | Natural Oak | Shatter-Resistant Glass Gallery Wall Decor,16x20,Poster Frame,00810131990305,,21.99,yes,https://americanflat.com/products/epic-poster-frame,shopify_US_8433904222278_45210551812166
feed price disagreement,feed US2 prices this at $23.99 vs $6.99 -- verify before quoting a price,Picture Frame | 16x22 | Black | Shatter-Resistant Glass Tabletop Wall Display,16x22,Picture Frame,00810131993306,,6.99,no,https://americanflat.com/products/picture-frame-slim-molding-streamline-collection,shopify_US_8423981842502_45167803301958
feed price disagreement,feed US2 prices this at $26.99 vs $18.99 -- verify before quoting a price,Picture Frame | 17x23 with 13x19 Mat | Gold | Wall Mount Document Display Frame,17x23,Picture Frame,00810131994853,,18.99,no,https://americanflat.com/products/hudson-picture-frame,shopify_US_8337697505350_44860535111750
feed price disagreement,feed US2 prices this at $20.99 vs $10.99 -- verify before quoting a price,Picture Frame | 18x12 | Black | Shatter-Resistant Glass Tabletop Wall Display,18x12,Picture Frame,00810131992163,,10.99,yes,https://americanflat.com/products/picture-frame-classic-molding-signature-collection-americanflat,shopify_US_8423985905734_45167830302790
feed price disagreement,feed US2 prices this at $26.99 vs $29.99 -- verify before quoting a price,Picture Frame | 20x20 | Black | Shatter-Resistant Glass Tabletop Wall Display,20x20,Poster Frame,00850039095108,,29.99,yes,https://americanflat.com/products/epic-poster-frame,shopify_US_8433904222278_45210554531910
feed price disagreement,feed US2 prices this at $18.99 vs $28.99 -- verify before quoting a price,Picture Frame | 20x24 with 16x20 Mat | White | Wall Mount Document Display Frame,20x24,Picture Frame,00810131994990,,28.99,yes,https://americanflat.com/products/hudson-picture-frame,shopify_US_8337697505350_44860535668806
feed price disagreement,feed US2 prices this at $31.49 vs $34.99 -- verify before quoting a price,Picture Frame | 20x28 with 16x24 Mat | Black | Wall Mount Document Display Frame,20x28,Poster Frame,00810131991968,,34.99,yes,https://americanflat.com/products/epic-matted-poster-frame,shopify_US_7304803287110_41113020727366
feed price disagreement,feed US2 prices this at $32.99 vs $18.99 -- verify before quoting a price,Picture Frame | 20x28 with 16x24 Mat | Silver | Tabletop and Wall Photo Frame,20x28,Picture Frame,00810131995102,,18.99,no,https://americanflat.com/products/hudson-picture-frame,shopify_US_8337697505350_44860535898182
feed price disagreement,feed US2 prices this at $35.99 vs $39.99 -- verify before quoting a price,Picture Frame | 20x28 | Set of 3 | Black | Shatter-Resistant Glass Photo Frame,20x28,Picture Frame,00810131999780,,39.99,yes,https://americanflat.com/products/poster-frame-in-black-3-pack-with-slimline-molding-and-plexiglass-covers-horizontal-and-vertical-display,shopify_US_7305689858118_41116613967942
feed price disagreement,feed US2 prices this at $32.39 vs $35.99 -- verify before quoting a price,Picture Frame | 24x24 with 20x20 Mat | Black | Wall Mount Document Display Frame,24x24,Poster Frame,00810131991982,,35.99,yes,https://americanflat.com/products/epic-matted-poster-frame,shopify_US_7304803287110_41113020792902
feed price disagreement,feed US2 prices this at $10.43 vs $6.99 -- verify before quoting a price,Picture Frame | 4x6 | Black | Shatter-Resistant Glass Tabletop Wall Display,4x6,Picture Frame,00850001296885,,6.99,no,https://americanflat.com/products/picture-frame-slim-molding-streamline-collection,shopify_US_8423981842502_45167801499718
feed price disagreement,feed US2 prices this at $7.99 vs $6.99 -- verify before quoting a price,Picture Frame | 4x6 | Mahogany | Shatter-Resistant Glass Tabletop Wall Display,4x6,Picture Frame,00850001296731,,6.99,no,https://americanflat.com/products/picture-frame-slim-molding-streamline-collection,shopify_US_8423981842502_45167801401414
feed price disagreement,feed US2 prices this at $7.99 vs $6.99 -- verify before quoting a price,Picture Frame | 4x6 | Walnut | Shatter-Resistant Glass Tabletop Wall Display,4x6,Picture Frame,00850001296786,,6.99,no,https://americanflat.com/products/picture-frame-slim-molding-streamline-collection,shopify_US_8423981842502_45167801303110
feed price disagreement,feed US2 prices this at $8.99 vs $10.99 -- verify before quoting a price,Picture Frame | 5.5x6.5 with 2.5x3.5 Mat | Set of 2 | Black | Wall Decor Display,5.5x6.5,Picture Frame,00198301001427,,10.99,no,https://americanflat.com/products/classic-gallery-picture-frame-set-of-5-galleria-collection-includes-mat,shopify_US_7297968046150_45211316879430
feed price disagreement,feed US2 prices this at $15.99 vs $10.99 -- verify before quoting a price,Picture Frame | 5x6 with 2x3 Mat | Set of 5 | Black | Gallery Wall Display Frame,5x6,Picture Frame,00198301000772,,10.99,no,https://americanflat.com/products/classic-gallery-picture-frame-set-of-5-galleria-collection-includes-mat,shopify_US_7297968046150_44860286828614
feed price disagreement,feed US2 prices this at $4.99 vs $8.49 -- verify before quoting a price,Picture Frame | 6x6 with 4x4 Mat | White | Shatter-Resistant Glass Photo Frame,6x6,Picture Frame,00198301000062,,8.49,no,https://americanflat.com/products/picture-frame-includes-mat-slim-molding-streamline-collection,shopify_US_8423983349830_45167815786566
feed price disagreement,feed US2 prices this at $17.99 vs $10.99 -- verify before quoting a price,Picture Frame | 6x8 with 3x5 Mat | Set of 5 | Black | Gallery Wall Display Frame,6x8,Picture Frame,00198301000796,,10.99,no,https://americanflat.com/products/classic-gallery-picture-frame-set-of-5-galleria-collection-includes-mat,shopify_US_7297968046150_44860286861382
feed price disagreement,feed US2 prices this at $11.99 vs $29.99 -- verify before quoting a price,Picture Frame | 7x12 with 3 Openings | Black | Wall Mount Document Display Frame,7x12,Picture Frame,00198301001632,,29.99,yes,https://americanflat.com/products/americanflat-7x12-picture-frame-with-3-openings-for-2x3-instant-print-photos-black-mini-picture-frames-for-tabletop-and-wall-display-with-shatter-resistant-glass,shopify_US_8423992983622_45167868346438
feed price disagreement,feed US2 prices this at $6.99 vs $8.99 -- verify before quoting a price,Picture Frame | 8x10 with 5x7 Mat | Driftwood | Tabletop and Wall Photo Frame,8x10,Picture Frame,00810029117388,,8.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167862612038
feed price disagreement,feed US2 prices this at $6.99 vs $7.99 -- verify before quoting a price,Picture Frame | 8x10 with 5x7 Mat | Light Wood | Tabletop and Wall Photo Frame,8x10,Picture Frame,00810029117418,,7.99,no,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167862644806
feed price disagreement,feed US2 prices this at $6.99 vs $16.99 -- verify before quoting a price,Picture Frame | 8x10 with 5x7 Mat | Set of 2 | Black | Changeable Artwork Frame,8x10,Picture Frame,00789075280394,,16.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211578466374
feed price disagreement,feed US2 prices this at $23.99 vs $10.99 -- verify before quoting a price,Picture Frame | 8x10 with 5x7 Mat | Set of 5 | Silver | Wall Decor Display Frame,8x10,Picture Frame,00198301007146,,10.99,yes,https://americanflat.com/products/classic-gallery-picture-frame-set-of-5-galleria-collection-includes-mat,shopify_US_7297968046150_44860284665926
feed price disagreement,feed US2 prices this at $6.99 vs $9.99 -- verify before quoting a price,Picture Frame | 8x10 with 5x7 Mat | White | Shatter-Resistant Glass Photo Frame,8x10,Picture Frame,,,9.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167863791686
feed price disagreement,feed US2 prices this at $27.99 vs $16.99 -- verify before quoting a price,Picture Frame | 8x10 | 6 Pack | Black | Shatter-Resistant Glass Photo Frame Art,8x10,Picture Frame,00810029119580,,16.99,no,https://americanflat.com/products/gallery-wall-picture-frames-sets,shopify_US_8358559940678_44916367392838
feed price disagreement,feed US2 prices this at $15.29 vs $16.99 -- verify before quoting a price,Picture Frame | 8x20 | Black | Shatter-Resistant Glass Tabletop Wall Display,8x20,Picture Frame,00850039095023,,16.99,yes,https://americanflat.com/products/picture-frame-classic-molding-signature-collection-americanflat,shopify_US_8423985905734_45167829909574
feed price disagreement,feed US2 prices this at $17.99 vs $19.99 -- verify before quoting a price,Picture Frame | 8x24 | Black | Shatter-Resistant Glass Tabletop Wall Display,8x24,Picture Frame,00850039095030,,19.99,yes,https://americanflat.com/products/picture-frame-classic-molding-signature-collection-americanflat,shopify_US_8423985905734_45167829942342
feed price disagreement,feed US2 prices this at $6.99 vs $9.99 -- verify before quoting a price,Picture Frame | 8x8 with 4x4 Mat | Black | Shatter-Resistant Glass Photo Frame,8x8,Picture Frame,00791398912180,,9.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167863758918
feed price disagreement,feed US2 prices this at $6.99 vs $7.99 -- verify before quoting a price,Picture Frame | 8x8 with 4x4 Mat | Driftwood | Wall Mount Document Display Frame,8x8,Picture Frame,00810029119887,,7.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167862382662
feed price disagreement,feed US2 prices this at $6.99 vs $10.99 -- verify before quoting a price,Picture Frame | 8x8 with 4x4 Mat | Silver | Shatter-Resistant Glass Photo Frame,8x8,Picture Frame,00850039095993,,10.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167862513734
feed price disagreement,feed US2 prices this at $10.99 vs $6.99 -- verify before quoting a price,Picture Frame | 8x8 with 4x4 Mat | Walnut | Shatter-Resistant Glass Photo Frame,8x8,Picture Frame,00810029119894,,6.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167862546502
feed price disagreement,feed US2 prices this at $6.99 vs $9.99 -- verify before quoting a price,Picture Frame | 8x8 with 5x5 Mat | Black | Shatter-Resistant Glass Photo Frame,8x8,Picture Frame,00810131995607,,9.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167862579270
feed price disagreement,feed US2 prices this at $10.99 vs $6.99 -- verify before quoting a price,Picture Frame | 9x11 | Black | Shatter-Resistant Glass Tabletop Wall Display,9x11,Picture Frame,00810131993108,,6.99,no,https://americanflat.com/products/picture-frame-slim-molding-streamline-collection,shopify_US_8423981842502_45167802024006
feed price disagreement,feed US2 prices this at $6.99 vs $11.99 -- verify before quoting a price,Picture Frame | 9x12 with 6x8 Mat | Black | Shatter-Resistant Glass Photo Frame,9x12,Picture Frame,00791398918199,,11.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167863660614
feed price disagreement,feed US2 prices this at $6.99 vs $8.99 -- verify before quoting a price,Picture Frame | 9x12 with 6x8 Mat | Driftwood | Tabletop and Wall Photo Frame,9x12,Picture Frame,00810029117296,,8.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211578761286
feed price disagreement,feed US2 prices this at $9.99 vs $10.99 -- verify before quoting a price,Picture Frame | 9x12 with 6x8 Mat | Set of 2 | Natural Oak | Multi-Photo Display,9x12,Picture Frame,00198301006866,,10.99,no,https://americanflat.com/products/classic-gallery-picture-frame-set-of-5-galleria-collection-includes-mat,shopify_US_7297968046150_45211317043270
feed price disagreement,feed US2 prices this at $27.99 vs $6.99 -- verify before quoting a price,Picture Frame | 9x12 with 6x8 Mat | Set of 4 | Black | Changeable Artwork Frame,9x12,Picture Frame,00850037537792,,6.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211578368070
feed price disagreement,feed US2 prices this at $6.99 vs $12.99 -- verify before quoting a price,Picture Frame | 9x12 with 6x8 Mat | Walnut | Shatter-Resistant Glass Photo Frame,9x12,Picture Frame,00810029117302,,12.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167862874182
feed price disagreement,feed US2 prices this at $6.99 vs $11.99 -- verify before quoting a price,Picture Frame | 9x12 with 6x8 Mat | White | Shatter-Resistant Glass Photo Frame,9x12,Picture Frame,00810029110488,,11.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167863726150
feed price disagreement,feed US2 prices this at $12.99 vs $10.99 -- verify before quoting a price,Picture Frame | 9x13 | Black | Shatter-Resistant Glass Tabletop Wall Display,9x13,Picture Frame,00810131996291,,10.99,no,https://americanflat.com/products/picture-frame-classic-molding-signature-collection-americanflat,shopify_US_8423985905734_45167828172870
feed price disagreement,feed US2 prices this at $15.99 vs $17.99 -- verify before quoting a price,Poster Frame | 12x18 | Black | Shatter-Resistant Glass Tabletop Wall Display,12x18,Picture Frame,00850038118686,,17.99,yes,https://americanflat.com/products/picture-frame-slim-molding-streamline-collection,shopify_US_8423981842502_45167802351686
feed price disagreement,feed US2 prices this at $29.99 vs $14.99 -- verify before quoting a price,Poster Frame | 16x24 | Black | Shatter-Resistant Glass Tabletop Wall Display,16x24,Picture Frame,00810131991296,,14.99,no,https://americanflat.com/products/deep-molding-picture-frame-without-mat,shopify_US_7976734195782_43893441364038
feed price disagreement,feed US2 prices this at $18.99 vs $27.99 -- verify before quoting a price,Poster Frame | 18x24 with 12x18 Mat | White | Wall Mount Document Display Frame,18x24,Picture Frame,00810131994938,,27.99,yes,https://americanflat.com/products/hudson-picture-frame,shopify_US_8337697505350_44860535472198
feed price disagreement,feed US2 prices this at $23.77 vs $27.99 -- verify before quoting a price,Poster Frame | 18x24 | Black | Shatter-Resistant Glass Tabletop Wall Display,18x24,Poster Frame,00789075280363,,27.99,yes,https://americanflat.com/products/epic-poster-frame,shopify_US_8433904222278_45210556006470
feed price disagreement,feed US2 prices this at $31.49 vs $34.99 -- verify before quoting a price,Poster Frame | 20x30 | White | Shatter-Resistant Glass Tabletop Wall Display,20x30,Poster Frame,00810029114653,,34.99,yes,https://americanflat.com/products/epic-poster-frame,shopify_US_8433904222278_45210556104774
feed price disagreement,feed US2 prices this at $40.49 vs $44.99 -- verify before quoting a price,Poster Frame | 20x36 | Black | Shatter-Resistant Glass Tabletop Wall Display,20x36,Poster Frame,00810131998974,,44.99,yes,https://americanflat.com/products/epic-poster-frame,shopify_US_8433904222278_45210554728518
feed price disagreement,feed US2 prices this at $18.99 vs $38.99 -- verify before quoting a price,Poster Frame | 22x28 with 18x24 Mat | Gold | Shatter-Resistant Glass Photo Frame,22x28,Picture Frame,00810131995034,,38.99,yes,https://americanflat.com/products/hudson-picture-frame,shopify_US_8337697505350_44860536029254
feed price disagreement,feed US2 prices this at $18.99 vs $38.99 -- verify before quoting a price,Poster Frame | 22x28 with 18x24 Mat | Natural Oak | Document Certificate Display,22x28,Picture Frame,00810131995027,,38.99,yes,https://americanflat.com/products/hudson-picture-frame,shopify_US_8337697505350_44860536127558
feed price disagreement,feed US2 prices this at $31.49 vs $34.99 -- verify before quoting a price,Poster Frame | 22x28 | Black | Shatter-Resistant Glass Tabletop Wall Display,22x28,Poster Frame,00850001296373,,34.99,yes,https://americanflat.com/products/epic-poster-frame,shopify_US_8433904222278_45210552664134
feed price disagreement,feed US2 prices this at $42.99 vs $18.99 -- verify before quoting a price,Poster Frame | 24x34 with 20x30 Mat | Grey Wood | Tabletop and Wall Photo Frame,24x34,Picture Frame,00810131995249,,18.99,no,https://americanflat.com/products/hudson-picture-frame,shopify_US_8337697505350_44860536455238
feed price disagreement,feed US2 prices this at $14.99 vs $20.99 -- verify before quoting a price,Shadow Box Frame | 11x14 with 9x12 Mat | Black | Tabletop and Wall Photo Frame,11x14,Shadow Box,00810131997625,,20.99,yes,https://americanflat.com/products/shadow-box-frame-with-mat-and-soft-linen-back-small-shadow-box-frame-with-engineered-wood,shopify_US_7314075091014_41134141538374
feed price disagreement,feed US2 prices this at $12.99 vs $18.99 -- verify before quoting a price,Signature Matted Engineered Wood Collage Frame | Americanflat 10x10 with 4x4 mat / Lightwood / 1 Pack,10x10,Collage Frame,00850038117351,,18.99,no,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_45217254801478
feed price disagreement,feed US2 prices this at $18.99 vs $14.99 -- verify before quoting a price,Signature Matted Engineered Wood Collage Frame | Americanflat 10x14 / Black / 2 Opening,10x14,Collage Frame,00810131999254,,14.99,yes,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_45217219706950
